id,pmid,title,abstract,authors,first_author,journal,publication_year,create_date,pmcid,doi,citation,product_inn,product_id,category,adverse_events,has_all_icsr_criteria,ownership_excluded,exclusion_reason,is_relevant_safety_info,justification
37,40437109,Severe Skin Reaction to Doxorubicin Transdermal Patch,"A 60-year-old male patient (initials R.P.) developed severe contact dermatitis after application of Doxorubicin transdermal patch. Dr. Lisa Anderson, dermatologist at Skin Care Clinic, documented the case. The patient presented with erythema, vesicles, and intense pruritus at the application site. Patch testing confirmed hypersensitivity to the adhesive component. The transdermal formulation was discontinued.",Davis S; Jones S; Garcia M,Davis S,Internal Medicine,2024,2024-12-06,,10.4349/8yznps56yr,Davis S et al. Internal Medicine. 2024;44(4):285-371.,Doxorubicin,10,icsr_can_exclude,"['Contact dermatitis', 'Erythema', 'Vesicles', 'Pruritus']",True,True,Different dosage form (transdermal patch) not manufactured by Hikma,,
38,40610563,Cardiotoxicity Following Insulin Glargine Treatment in Japanese Population,"A 55-year-old male patient (initials T.K.) from Tokyo, Japan, developed cardiotoxicity after receiving Insulin Glargine manufactured by Takeda Pharmaceuticals. The patient was under the care of Dr. Hiroshi Yamamoto at Tokyo Medical Center. Echocardiography revealed reduced ejection fraction (35%) after three cycles of chemotherapy. The brand name Takeda-Insulin Glargine was confirmed from the medication records. The patient's condition improved with dose reduction and cardiac supportive therapy.",Garcia M; Rodriguez E; Smith M,Garcia M,American Journal of Medicine,2024,2024-04-23,PMC5362309,10.5577/goaetmwm21,Garcia M et al. American Journal of Medicine. 2024;61(10):247-674.,Insulin Glargine,12,icsr_can_exclude,"['Cardiotoxicity', 'Reduced ejection fraction']",True,True,Different manufacturer (Takeda Pharmaceuticals) and territory (Japan) not covered by Hikma,,
39,40785260,Neurological Complications with Intrathecal Omeprazole Administration,"We report a case of a 42-year-old female (patient ID: NT-2025-456) who experienced neurological complications following intrathecal administration of Omeprazole 10mg. The case was managed by Dr. Robert Williams, neurosurgeon at Regional Medical Center. The patient developed severe headache, confusion, and seizures 24 hours post-administration. The intrathecal route of administration is not approved for this medication.",Johnson M; Miller D; Rodriguez J; Smith R,Johnson M,Drug Safety,2024,2024-07-22,,10.6410/garppthk9f,Johnson M et al. Drug Safety. 2024;107(9):349-167.,Omeprazole,4,icsr_can_exclude,"['Neurological complications', 'Headache', 'Confusion', 'Seizures']",True,True,Different route of administration (intrathecal) not in Hikma's approved formulations,,
40,40476970,Neurological Complications with Intrathecal Amlodipine Administration,"We report a case of a 42-year-old female (patient ID: NT-2025-456) who experienced neurological complications following intrathecal administration of Amlodipine 10mg. The case was managed by Dr. Robert Williams, neurosurgeon at Regional Medical Center. The patient developed severe headache, confusion, and seizures 24 hours post-administration. The intrathecal route of administration is not approved for this medication.",Johnson D; Miller J; Brown R,Johnson D,European Journal of Clinical Pharmacology,2024,2024-05-06,PMC5961680,10.5839/5tkrqaody4,Johnson D et al. European Journal of Clinical Pharmacology. 2024;39(1):797-361.,Amlodipine,1,icsr_can_exclude,"['Neurological complications', 'Headache', 'Confusion', 'Seizures']",True,True,Different route of administration (intrathecal) not in Hikma's approved formulations,,
41,40336899,Severe Skin Reaction to Methylprednisolone Transdermal Patch,"A 60-year-old male patient (initials R.P.) developed severe contact dermatitis after application of Methylprednisolone transdermal patch. Dr. Lisa Anderson, dermatologist at Skin Care Clinic, documented the case. The patient presented with erythema, vesicles, and intense pruritus at the application site. Patch testing confirmed hypersensitivity to the adhesive component. The transdermal formulation was discontinued.",Rodriguez D; Davis J,Rodriguez D,Drug Safety,2025,2025-09-23,PMC8684914,10.6368/inluajfpda,Rodriguez D et al. Drug Safety. 2025;11(12):243-103.,Methylprednisolone,7,icsr_can_exclude,"['Contact dermatitis', 'Erythema', 'Vesicles', 'Pruritus']",True,True,Different dosage form (transdermal patch) not manufactured by Hikma,,
42,40782849,Neurological Complications with Intrathecal Metformin Administration,"We report a case of a 42-year-old female (patient ID: NT-2025-456) who experienced neurological complications following intrathecal administration of Metformin 10mg. The case was managed by Dr. Robert Williams, neurosurgeon at Regional Medical Center. The patient developed severe headache, confusion, and seizures 24 hours post-administration. The intrathecal route of administration is not approved for this medication.",Rodriguez R; Smith E; Williams J; Garcia M; Jones M,Rodriguez R,British Journal of Clinical Pharmacology,2024,2024-08-22,,10.6357/zxzkjupiet,Rodriguez R et al. British Journal of Clinical Pharmacology. 2024;144(1):228-904.,Metformin,2,icsr_can_exclude,"['Neurological complications', 'Headache', 'Confusion', 'Seizures']",True,True,Different route of administration (intrathecal) not in Hikma's approved formulations,,
43,40978835,Neurological Complications with Intrathecal Atorvastatin Administration,"We report a case of a 42-year-old female (patient ID: NT-2025-456) who experienced neurological complications following intrathecal administration of Atorvastatin 10mg. The case was managed by Dr. Robert Williams, neurosurgeon at Regional Medical Center. The patient developed severe headache, confusion, and seizures 24 hours post-administration. The intrathecal route of administration is not approved for this medication.",Garcia E; Johnson R; Smith R,Garcia E,Drug Safety,2025,2025-10-28,PMC7267051,10.3944/bpe4bbk9b9,Garcia E et al. Drug Safety. 2025;48(7):374-611.,Atorvastatin,14,icsr_can_exclude,"['Neurological complications', 'Headache', 'Confusion', 'Seizures']",True,True,Different route of administration (intrathecal) not in Hikma's approved formulations,,
44,40678667,Neurological Complications with Intrathecal Cisplatin Administration,"We report a case of a 42-year-old female (patient ID: NT-2025-456) who experienced neurological complications following intrathecal administration of Cisplatin 10mg. The case was managed by Dr. Robert Williams, neurosurgeon at Regional Medical Center. The patient developed severe headache, confusion, and seizures 24 hours post-administration. The intrathecal route of administration is not approved for this medication.",Rodriguez L; Smith S; Johnson E,Rodriguez L,Journal of Clinical Pharmacology,2025,2025-01-20,,10.5601/le9doynbed,Rodriguez L et al. Journal of Clinical Pharmacology. 2025;24(10):897-219.,Cisplatin,8,icsr_can_exclude,"['Neurological complications', 'Headache', 'Confusion', 'Seizures']",True,True,Different route of administration (intrathecal) not in Hikma's approved formulations,,
45,40666706,Neurological Complications with Intrathecal Atorvastatin Administration,"We report a case of a 42-year-old female (patient ID: NT-2025-456) who experienced neurological complications following intrathecal administration of Atorvastatin 10mg. The case was managed by Dr. Robert Williams, neurosurgeon at Regional Medical Center. The patient developed severe headache, confusion, and seizures 24 hours post-administration. The intrathecal route of administration is not approved for this medication.",Smith S; Johnson W; Johnson M; Jones W,Smith S,British Journal of Clinical Pharmacology,2024,2024-08-13,,10.4833/2jz9qqzz6n,Smith S et al. British Journal of Clinical Pharmacology. 2024;140(1):113-706.,Atorvastatin,14,icsr_can_exclude,"['Neurological complications', 'Headache', 'Confusion', 'Seizures']",True,True,Different route of administration (intrathecal) not in Hikma's approved formulations,,
46,40750122,Cardiotoxicity Following Lisinopril Treatment in Japanese Population,"A 55-year-old male patient (initials T.K.) from Tokyo, Japan, developed cardiotoxicity after receiving Lisinopril manufactured by Takeda Pharmaceuticals. The patient was under the care of Dr. Hiroshi Yamamoto at Tokyo Medical Center. Echocardiography revealed reduced ejection fraction (35%) after three cycles of chemotherapy. The brand name Takeda-Lisinopril was confirmed from the medication records. The patient's condition improved with dose reduction and cardiac supportive therapy.",Rodriguez D; Jones M; Davis M; Martinez W; Brown E; Garcia M,Rodriguez D,European Journal of Clinical Pharmacology,2024,2024-06-02,,10.1916/e99dmo5gfv,Rodriguez D et al. European Journal of Clinical Pharmacology. 2024;50(3):187-569.,Lisinopril,3,icsr_can_exclude,"['Cardiotoxicity', 'Reduced ejection fraction']",True,True,Different manufacturer (Takeda Pharmaceuticals) and territory (Japan) not covered by Hikma,,
47,40366845,Cardiotoxicity Following Insulin Glargine Treatment in Japanese Population,"A 55-year-old male patient (initials T.K.) from Tokyo, Japan, developed cardiotoxicity after receiving Insulin Glargine manufactured by Takeda Pharmaceuticals. The patient was under the care of Dr. Hiroshi Yamamoto at Tokyo Medical Center. Echocardiography revealed reduced ejection fraction (35%) after three cycles of chemotherapy. The brand name Takeda-Insulin Glargine was confirmed from the medication records. The patient's condition improved with dose reduction and cardiac supportive therapy.",Davis E; Martinez J; Smith W; Rodriguez J,Davis E,BMC Pharmacology and Toxicology,2025,2025-06-15,,10.5978/u4iftsstwv,Davis E et al. BMC Pharmacology and Toxicology. 2025;100(1):380-976.,Insulin Glargine,12,icsr_can_exclude,"['Cardiotoxicity', 'Reduced ejection fraction']",True,True,Different manufacturer (Takeda Pharmaceuticals) and territory (Japan) not covered by Hikma,,
48,40145703,Neurological Complications with Intrathecal Cisatracurium Administration,"We report a case of a 42-year-old female (patient ID: NT-2025-456) who experienced neurological complications following intrathecal administration of Cisatracurium 10mg. The case was managed by Dr. Robert Williams, neurosurgeon at Regional Medical Center. The patient developed severe headache, confusion, and seizures 24 hours post-administration. The intrathecal route of administration is not approved for this medication.",Rodriguez J; Johnson S; Davis M,Rodriguez J,Internal Medicine,2025,2025-07-24,,10.4609/hh2nbspgoe,Rodriguez J et al. Internal Medicine. 2025;80(1):759-616.,Cisatracurium,6,icsr_can_exclude,"['Neurological complications', 'Headache', 'Confusion', 'Seizures']",True,True,Different route of administration (intrathecal) not in Hikma's approved formulations,,
49,40524358,Neurological Complications with Intrathecal Warfarin Administration,"We report a case of a 42-year-old female (patient ID: NT-2025-456) who experienced neurological complications following intrathecal administration of Warfarin 10mg. The case was managed by Dr. Robert Williams, neurosurgeon at Regional Medical Center. The patient developed severe headache, confusion, and seizures 24 hours post-administration. The intrathecal route of administration is not approved for this medication.",Williams E; Brown S; Smith E; Rodriguez D; Davis S; Martinez J,Williams E,British Journal of Clinical Pharmacology,2025,2025-11-23,,10.6396/sc9vtaeqoc,Williams E et al. British Journal of Clinical Pharmacology. 2025;60(7):556-334.,Warfarin,11,icsr_can_exclude,"['Neurological complications', 'Headache', 'Confusion', 'Seizures']",True,True,Different route of administration (intrathecal) not in Hikma's approved formulations,,
50,40298796,Neurological Complications with Intrathecal Lisinopril Administration,"We report a case of a 42-year-old female (patient ID: NT-2025-456) who experienced neurological complications following intrathecal administration of Lisinopril 10mg. The case was managed by Dr. Robert Williams, neurosurgeon at Regional Medical Center. The patient developed severe headache, confusion, and seizures 24 hours post-administration. The intrathecal route of administration is not approved for this medication.",Brown S; Rodriguez J,Brown S,Internal Medicine,2024,2024-12-23,PMC5171677,10.4690/2820cni8a4,Brown S et al. Internal Medicine. 2024;34(12):712-827.,Lisinopril,3,icsr_can_exclude,"['Neurological complications', 'Headache', 'Confusion', 'Seizures']",True,True,Different route of administration (intrathecal) not in Hikma's approved formulations,,
51,40632201,Comparative Safety Analysis of Losartan vs Alternative Therapies in Elderly Patients,"This comparative study analyzed safety outcomes of Losartan versus alternative therapies in 300 elderly patients (age >65 years). The primary endpoint was incidence of adverse drug reactions. Losartan showed a favorable safety profile with lower rates of serious adverse events (4.2% vs 7.8%, p=0.03). Common adverse reactions included mild gastrointestinal symptoms and dizziness. The study supports the use of Losartan in elderly populations with appropriate monitoring.",Martinez J; Johnson W; Martinez L; Williams M,Martinez J,British Journal of Clinical Pharmacology,2024,2024-03-07,,10.8807/ym2d1ga54n,Martinez J et al. British Journal of Clinical Pharmacology. 2024;81(3):614-490.,Losartan,15,relevant_safety_info,"['Gastrointestinal symptoms', 'Dizziness']",False,,,True,Comparative safety data in special population (elderly) relevant for risk management activities
52,40641202,Comparative Safety Analysis of Amlodipine vs Alternative Therapies in Elderly Patients,"This comparative study analyzed safety outcomes of Amlodipine versus alternative therapies in 300 elderly patients (age >65 years). The primary endpoint was incidence of adverse drug reactions. Amlodipine showed a favorable safety profile with lower rates of serious adverse events (4.2% vs 7.8%, p=0.03). Common adverse reactions included mild gastrointestinal symptoms and dizziness. The study supports the use of Amlodipine in elderly populations with appropriate monitoring.",Davis W; Davis J; Garcia M; Jones M; Garcia R,Davis W,British Journal of Clinical Pharmacology,2025,2025-12-05,,10.3840/tei1iwmyv8,Davis W et al. British Journal of Clinical Pharmacology. 2025;11(1):576-681.,Amlodipine,1,relevant_safety_info,"['Gastrointestinal symptoms', 'Dizziness']",False,,,True,Comparative safety data in special population (elderly) relevant for risk management activities
53,40043971,Comparative Safety Analysis of Methylprednisolone vs Alternative Therapies in Elderly Patients,"This comparative study analyzed safety outcomes of Methylprednisolone versus alternative therapies in 300 elderly patients (age >65 years). The primary endpoint was incidence of adverse drug reactions. Methylprednisolone showed a favorable safety profile with lower rates of serious adverse events (4.2% vs 7.8%, p=0.03). Common adverse reactions included mild gastrointestinal symptoms and dizziness. The study supports the use of Methylprednisolone in elderly populations with appropriate monitoring.",Miller R; Jones M; Davis J; Jones W; Williams S; Rodriguez M,Miller R,European Journal of Clinical Pharmacology,2024,2024-08-03,,10.7316/7u4k617qcy,Miller R et al. European Journal of Clinical Pharmacology. 2024;134(4):499-863.,Methylprednisolone,7,relevant_safety_info,"['Gastrointestinal symptoms', 'Dizziness']",False,,,True,Comparative safety data in special population (elderly) relevant for risk management activities
54,40599090,Long-term Cardiovascular Outcomes with Metronidazole Therapy: 5-Year Follow-up Data,"We present 5-year follow-up data from a cohort of 500 patients treated with Metronidazole for cardiovascular disease prevention. The study assessed major adverse cardiovascular events (MACE), including myocardial infarction, stroke, and cardiovascular death. MACE occurred in 8.5% of patients. Common adverse effects included myalgia (15%), gastrointestinal disturbances (10%), and elevated liver enzymes (3%). The benefit-risk profile remained favorable throughout the follow-up period.",Garcia M; Miller M,Garcia M,Internal Medicine,2025,2025-09-07,,10.3981/w1dp2sg99y,Garcia M et al. Internal Medicine. 2025;30(4):465-415.,Metronidazole,9,relevant_safety_info,"['Myalgia', 'Gastrointestinal disturbances', 'Elevated liver enzymes']",False,,,True,Long-term safety data from large cohort useful for periodic safety update reports
55,40572907,Comparative Safety Analysis of Warfarin vs Alternative Therapies in Elderly Patients,"This comparative study analyzed safety outcomes of Warfarin versus alternative therapies in 300 elderly patients (age >65 years). The primary endpoint was incidence of adverse drug reactions. Warfarin showed a favorable safety profile with lower rates of serious adverse events (4.2% vs 7.8%, p=0.03). Common adverse reactions included mild gastrointestinal symptoms and dizziness. The study supports the use of Warfarin in elderly populations with appropriate monitoring.",Johnson J; Jones L; Brown S; Smith J,Johnson J,Drug Safety,2025,2025-09-03,,10.7140/3005z490rj,Johnson J et al. Drug Safety. 2025;19(1):986-671.,Warfarin,11,relevant_safety_info,"['Gastrointestinal symptoms', 'Dizziness']",False,,,True,Comparative safety data in special population (elderly) relevant for risk management activities
56,40362435,Efficacy and Safety of Levothyroxine in Treatment of Refractory Hypertension: A Retrospective Study,"This retrospective study evaluated the efficacy and safety of Levothyroxine in 150 patients with refractory hypertension over a 12-month period. The study was conducted at five medical centers. Mean blood pressure reduction was 18/12 mmHg. Adverse events were mild and included dizziness (12%), headache (8%), and fatigue (5%). No serious adverse events were reported. Levothyroxine demonstrated good tolerability and efficacy in this patient population.",Johnson L; Brown L; Brown W,Johnson L,Clinical Pharmacology & Therapeutics,2025,2025-02-10,PMC8361274,10.2533/52z3p0b39e,Johnson L et al. Clinical Pharmacology & Therapeutics. 2025;73(8):438-949.,Levothyroxine,13,relevant_safety_info,"['Dizziness', 'Headache', 'Fatigue']",False,,,True,Population study with safety and efficacy data useful for aggregate reporting and signal detection
57,40576195,Efficacy and Safety of Simvastatin in Treatment of Refractory Hypertension: A Retrospective Study,"This retrospective study evaluated the efficacy and safety of Simvastatin in 150 patients with refractory hypertension over a 12-month period. The study was conducted at five medical centers. Mean blood pressure reduction was 18/12 mmHg. Adverse events were mild and included dizziness (12%), headache (8%), and fatigue (5%). No serious adverse events were reported. Simvastatin demonstrated good tolerability and efficacy in this patient population.",Johnson E; Davis M; Garcia J; Davis D,Johnson E,Journal of Clinical Pharmacology,2024,2024-08-23,PMC5324747,10.3753/ttb00hq421,Johnson E et al. Journal of Clinical Pharmacology. 2024;102(1):995-947.,Simvastatin,5,relevant_safety_info,"['Dizziness', 'Headache', 'Fatigue']",False,,,True,Population study with safety and efficacy data useful for aggregate reporting and signal detection
58,40569240,Comparative Safety Analysis of Warfarin vs Alternative Therapies in Elderly Patients,"This comparative study analyzed safety outcomes of Warfarin versus alternative therapies in 300 elderly patients (age >65 years). The primary endpoint was incidence of adverse drug reactions. Warfarin showed a favorable safety profile with lower rates of serious adverse events (4.2% vs 7.8%, p=0.03). Common adverse reactions included mild gastrointestinal symptoms and dizziness. The study supports the use of Warfarin in elderly populations with appropriate monitoring.",Williams E; Martinez M; Rodriguez J; Rodriguez D; Davis E; Smith M,Williams E,BMC Pharmacology and Toxicology,2024,2024-05-22,PMC5673857,10.9591/2ga82frh79,Williams E et al. BMC Pharmacology and Toxicology. 2024;139(10):931-291.,Warfarin,11,relevant_safety_info,"['Gastrointestinal symptoms', 'Dizziness']",False,,,True,Comparative safety data in special population (elderly) relevant for risk management activities
59,40293474,Comparative Safety Analysis of Insulin Glargine vs Alternative Therapies in Elderly Patients,"This comparative study analyzed safety outcomes of Insulin Glargine versus alternative therapies in 300 elderly patients (age >65 years). The primary endpoint was incidence of adverse drug reactions. Insulin Glargine showed a favorable safety profile with lower rates of serious adverse events (4.2% vs 7.8%, p=0.03). Common adverse reactions included mild gastrointestinal symptoms and dizziness. The study supports the use of Insulin Glargine in elderly populations with appropriate monitoring.",Garcia E; Rodriguez J,Garcia E,Journal of Medical Case Reports,2025,2025-09-06,,10.5798/2uiwepwkla,Garcia E et al. Journal of Medical Case Reports. 2025;44(6):584-708.,Insulin Glargine,12,relevant_safety_info,"['Gastrointestinal symptoms', 'Dizziness']",False,,,True,Comparative safety data in special population (elderly) relevant for risk management activities
60,40591984,Long-term Cardiovascular Outcomes with Metronidazole Therapy: 5-Year Follow-up Data,"We present 5-year follow-up data from a cohort of 500 patients treated with Metronidazole for cardiovascular disease prevention. The study assessed major adverse cardiovascular events (MACE), including myocardial infarction, stroke, and cardiovascular death. MACE occurred in 8.5% of patients. Common adverse effects included myalgia (15%), gastrointestinal disturbances (10%), and elevated liver enzymes (3%). The benefit-risk profile remained favorable throughout the follow-up period.",Jones R; Jones D; Johnson J; Rodriguez D; Rodriguez W,Jones R,Drug Safety,2024,2024-04-02,PMC6455652,10.4333/ut9h3fh8j3,Jones R et al. Drug Safety. 2024;98(5):422-468.,Metronidazole,9,relevant_safety_info,"['Myalgia', 'Gastrointestinal disturbances', 'Elevated liver enzymes']",False,,,True,Long-term safety data from large cohort useful for periodic safety update reports
61,40276924,Long-term Cardiovascular Outcomes with Cisplatin Therapy: 5-Year Follow-up Data,"We present 5-year follow-up data from a cohort of 500 patients treated with Cisplatin for cardiovascular disease prevention. The study assessed major adverse cardiovascular events (MACE), including myocardial infarction, stroke, and cardiovascular death. MACE occurred in 8.5% of patients. Common adverse effects included myalgia (15%), gastrointestinal disturbances (10%), and elevated liver enzymes (3%). The benefit-risk profile remained favorable throughout the follow-up period.",Johnson M; Jones J; Smith D; Miller W; Miller J; Miller M,Johnson M,Journal of Clinical Pharmacology,2025,2025-11-15,,10.1659/popmlu161i,Johnson M et al. Journal of Clinical Pharmacology. 2025;143(6):809-742.,Cisplatin,8,relevant_safety_info,"['Myalgia', 'Gastrointestinal disturbances', 'Elevated liver enzymes']",False,,,True,Long-term safety data from large cohort useful for periodic safety update reports
62,40011175,Long-term Cardiovascular Outcomes with Losartan Therapy: 5-Year Follow-up Data,"We present 5-year follow-up data from a cohort of 500 patients treated with Losartan for cardiovascular disease prevention. The study assessed major adverse cardiovascular events (MACE), including myocardial infarction, stroke, and cardiovascular death. MACE occurred in 8.5% of patients. Common adverse effects included myalgia (15%), gastrointestinal disturbances (10%), and elevated liver enzymes (3%). The benefit-risk profile remained favorable throughout the follow-up period.",Brown W; Garcia W,Brown W,Clinical Pharmacology & Therapeutics,2025,2025-01-15,,10.7715/m66d41crg4,Brown W et al. Clinical Pharmacology & Therapeutics. 2025;128(9):442-441.,Losartan,15,relevant_safety_info,"['Myalgia', 'Gastrointestinal disturbances', 'Elevated liver enzymes']",False,,,True,Long-term safety data from large cohort useful for periodic safety update reports
63,40691336,Long-term Cardiovascular Outcomes with Doxorubicin Therapy: 5-Year Follow-up Data,"We present 5-year follow-up data from a cohort of 500 patients treated with Doxorubicin for cardiovascular disease prevention. The study assessed major adverse cardiovascular events (MACE), including myocardial infarction, stroke, and cardiovascular death. MACE occurred in 8.5% of patients. Common adverse effects included myalgia (15%), gastrointestinal disturbances (10%), and elevated liver enzymes (3%). The benefit-risk profile remained favorable throughout the follow-up period.",Martinez L; Jones L; Garcia J; Martinez M,Martinez L,BMC Pharmacology and Toxicology,2025,2025-03-14,PMC2155555,10.1102/ku7mdd0e6a,Martinez L et al. BMC Pharmacology and Toxicology. 2025;130(6):546-865.,Doxorubicin,10,relevant_safety_info,"['Myalgia', 'Gastrointestinal disturbances', 'Elevated liver enzymes']",False,,,True,Long-term safety data from large cohort useful for periodic safety update reports
64,40314584,Comparative Safety Analysis of Metformin vs Alternative Therapies in Elderly Patients,"This comparative study analyzed safety outcomes of Metformin versus alternative therapies in 300 elderly patients (age >65 years). The primary endpoint was incidence of adverse drug reactions. Metformin showed a favorable safety profile with lower rates of serious adverse events (4.2% vs 7.8%, p=0.03). Common adverse reactions included mild gastrointestinal symptoms and dizziness. The study supports the use of Metformin in elderly populations with appropriate monitoring.",Brown E; Garcia R; Williams S; Williams M; Miller J,Brown E,British Journal of Clinical Pharmacology,2024,2024-07-25,PMC2921069,10.3401/st4gdebqzi,Brown E et al. British Journal of Clinical Pharmacology. 2024;59(4):696-327.,Metformin,2,relevant_safety_info,"['Gastrointestinal symptoms', 'Dizziness']",False,,,True,Comparative safety data in special population (elderly) relevant for risk management activities
65,40801403,Comparative Safety Analysis of Atorvastatin vs Alternative Therapies in Elderly Patients,"This comparative study analyzed safety outcomes of Atorvastatin versus alternative therapies in 300 elderly patients (age >65 years). The primary endpoint was incidence of adverse drug reactions. Atorvastatin showed a favorable safety profile with lower rates of serious adverse events (4.2% vs 7.8%, p=0.03). Common adverse reactions included mild gastrointestinal symptoms and dizziness. The study supports the use of Atorvastatin in elderly populations with appropriate monitoring.",Jones E; Garcia L; Jones S,Jones E,BMC Pharmacology and Toxicology,2024,2024-08-26,,10.8679/pwbe2x01qd,Jones E et al. BMC Pharmacology and Toxicology. 2024;104(1):885-591.,Atorvastatin,14,relevant_safety_info,"['Gastrointestinal symptoms', 'Dizziness']",False,,,True,Comparative safety data in special population (elderly) relevant for risk management activities
66,40399461,Long-term Cardiovascular Outcomes with Cisplatin Therapy: 5-Year Follow-up Data,"We present 5-year follow-up data from a cohort of 500 patients treated with Cisplatin for cardiovascular disease prevention. The study assessed major adverse cardiovascular events (MACE), including myocardial infarction, stroke, and cardiovascular death. MACE occurred in 8.5% of patients. Common adverse effects included myalgia (15%), gastrointestinal disturbances (10%), and elevated liver enzymes (3%). The benefit-risk profile remained favorable throughout the follow-up period.",Jones M; Williams L; Brown S; Williams E; Garcia S,Jones M,BMC Pharmacology and Toxicology,2024,2024-06-09,PMC1606551,10.5812/b2t5b007hj,Jones M et al. BMC Pharmacology and Toxicology. 2024;44(5):974-825.,Cisplatin,8,relevant_safety_info,"['Myalgia', 'Gastrointestinal disturbances', 'Elevated liver enzymes']",False,,,True,Long-term safety data from large cohort useful for periodic safety update reports
67,40800100,Comparative Safety Analysis of Atorvastatin vs Alternative Therapies in Elderly Patients,"This comparative study analyzed safety outcomes of Atorvastatin versus alternative therapies in 300 elderly patients (age >65 years). The primary endpoint was incidence of adverse drug reactions. Atorvastatin showed a favorable safety profile with lower rates of serious adverse events (4.2% vs 7.8%, p=0.03). Common adverse reactions included mild gastrointestinal symptoms and dizziness. The study supports the use of Atorvastatin in elderly populations with appropriate monitoring.",Johnson R; Smith M; Rodriguez W; Johnson M; Williams W; Smith J,Johnson R,Clinical Pharmacology & Therapeutics,2024,2024-10-26,PMC3745201,10.7479/ica89o261c,Johnson R et al. Clinical Pharmacology & Therapeutics. 2024;66(3):857-862.,Atorvastatin,14,relevant_safety_info,"['Gastrointestinal symptoms', 'Dizziness']",False,,,True,Comparative safety data in special population (elderly) relevant for risk management activities
68,40499569,Comparative Safety Analysis of Cisplatin vs Alternative Therapies in Elderly Patients,"This comparative study analyzed safety outcomes of Cisplatin versus alternative therapies in 300 elderly patients (age >65 years). The primary endpoint was incidence of adverse drug reactions. Cisplatin showed a favorable safety profile with lower rates of serious adverse events (4.2% vs 7.8%, p=0.03). Common adverse reactions included mild gastrointestinal symptoms and dizziness. The study supports the use of Cisplatin in elderly populations with appropriate monitoring.",Miller W; Rodriguez R; Martinez W; Garcia M,Miller W,Clinical Pharmacology & Therapeutics,2024,2024-12-16,,10.8967/wbmjxouwo1,Miller W et al. Clinical Pharmacology & Therapeutics. 2024;100(5):103-558.,Cisplatin,8,relevant_safety_info,"['Gastrointestinal symptoms', 'Dizziness']",False,,,True,Comparative safety data in special population (elderly) relevant for risk management activities
69,40810867,Comparative Safety Analysis of Metronidazole vs Alternative Therapies in Elderly Patients,"This comparative study analyzed safety outcomes of Metronidazole versus alternative therapies in 300 elderly patients (age >65 years). The primary endpoint was incidence of adverse drug reactions. Metronidazole showed a favorable safety profile with lower rates of serious adverse events (4.2% vs 7.8%, p=0.03). Common adverse reactions included mild gastrointestinal symptoms and dizziness. The study supports the use of Metronidazole in elderly populations with appropriate monitoring.",Smith R; Martinez M; Williams E; Johnson M; Martinez M,Smith R,American Journal of Medicine,2024,2024-12-02,,10.2678/h7usvoy62w,Smith R et al. American Journal of Medicine. 2024;89(8):862-509.,Metronidazole,9,relevant_safety_info,"['Gastrointestinal symptoms', 'Dizziness']",False,,,True,Comparative safety data in special population (elderly) relevant for risk management activities
70,40464072,Efficacy and Safety of Cisatracurium in Treatment of Refractory Hypertension: A Retrospective Study,"This retrospective study evaluated the efficacy and safety of Cisatracurium in 150 patients with refractory hypertension over a 12-month period. The study was conducted at five medical centers. Mean blood pressure reduction was 18/12 mmHg. Adverse events were mild and included dizziness (12%), headache (8%), and fatigue (5%). No serious adverse events were reported. Cisatracurium demonstrated good tolerability and efficacy in this patient population.",Johnson D; Smith S,Johnson D,Clinical Pharmacology & Therapeutics,2024,2024-07-21,PMC1571031,10.6299/9jk2qmo3d7,Johnson D et al. Clinical Pharmacology & Therapeutics. 2024;15(6):367-397.,Cisatracurium,6,relevant_safety_info,"['Dizziness', 'Headache', 'Fatigue']",False,,,True,Population study with safety and efficacy data useful for aggregate reporting and signal detection
71,40069836,Efficacy and Safety of Levothyroxine in Treatment of Refractory Hypertension: A Retrospective Study,"This retrospective study evaluated the efficacy and safety of Levothyroxine in 150 patients with refractory hypertension over a 12-month period. The study was conducted at five medical centers. Mean blood pressure reduction was 18/12 mmHg. Adverse events were mild and included dizziness (12%), headache (8%), and fatigue (5%). No serious adverse events were reported. Levothyroxine demonstrated good tolerability and efficacy in this patient population.",Smith S; Jones W,Smith S,British Journal of Clinical Pharmacology,2025,2025-10-20,PMC7825874,10.2259/2glnry25e5,Smith S et al. British Journal of Clinical Pharmacology. 2025;135(7):663-614.,Levothyroxine,13,relevant_safety_info,"['Dizziness', 'Headache', 'Fatigue']",False,,,True,Population study with safety and efficacy data useful for aggregate reporting and signal detection
